trainer_id	trainer_label	trainer_base	battle_index	role	battle_type	ai_flags	party_size	min_level	max_level	perfect_ivs	has_ev_spread	roster	ivs	evs	source	confidence
536	Rival May Route 110 Torchic	Rival May Route 110 Torchic	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	-1	0	TRUE	TRUE	Crobat:-1:Sniper:Muscle Band:Jolly:Dual Wingbeat,Cross Poison,Bite,U-turn|Sliggoo-Hisui:-1:Sap Sipper:Eviolite:Calm:Dragon Breath,Flash Cannon,Water Pulse,Life Dew|Rapidash-Galar:-1:Immunity:Sitrus Berry:Jolly:Flame Wheel,Will-O-Wisp,Covet,Quick Attack|Kubfu:-2:Inner Focus:Punching Glove:Adamant:Drain Punch,Fire Punch,Thunder Punch,Ice Punch|Marshtomp:0:Torrent:Focus Sash:Brave:Bulldoze,Rock Slide,Liquidation,Flip Turn	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0|80 at	hzla_dynamic_calc_imp_1-3	Asserted
537	Rival May Route 119 Torchic	Rival May Route 119 Torchic	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	64	64	TRUE	TRUE	Crobat:64:Sniper:Scope Lens:Jolly:Brave Bird,Cross Poison,Leech Life,U-turn|Goodra-Hisui:64:Sap Sipper:Leftovers:Calm:Dragon Pulse,Flash Cannon,Wish,Toxic|Rapidash-Galar:64:Flash Fire:Air Balloon:Jolly:Fire Lash,Will-O-Wisp,Play Rough,Wild Charge|Urshifu:64:Unseen Fist:Expert Belt:Jolly:Drain Punch,Wicked Blow,Sucker Punch,Ice Punch|Electrode-Hisui:64:Reckless:Life Orb:Modest:Chloroblast,Thunderbolt,Volt Switch,Flash Cannon|Swampert:64:Torrent:Swampertite:Adamant:Liquidation,Earthquake,Power-Up Punch,Avalanche|Swampert-Mega:64:Swift Swim:Swampertite:Adamant:Liquidation,Earthquake,Power-Up Punch,Avalanche	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|252 hp,6 sa,252 sd|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
538	Lvl -4 Pkmn Breeder Ezekiel	Lvl -4 Pkmn Breeder Ezekiel	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	-4	-4	TRUE	TRUE	Loudred:-4:Punk Rock:Throat Spray:Modest:Hyper Voice,Shock Wave,Water Pulse,Shadow Ball|Pignite:-4:Thick Fat:Muscle Band:Adamant:Brick Break,Fire Punch,Sucker Punch,Flame Charge|Orbeetle:-4:Swarm:Sitrus Berry:Calm:Signal Beam,Psyshock,Confuse Ray,Giga Drain|Flamigo:-4:Scrappy:Fighting Gem:Jolly:Jump Kick,Acrobatics,Roost,Facade|Spiritomb:-4:Intimidate:Sitrus Berry:Relaxed:Dark Pulse,Hex,Shadow Sneak,Will-O-Wisp	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|252 hp,6 sa,252 sd|6 hp,252 at,252 sp|252 hp,252 df,6 sa	hzla_dynamic_calc_imp_1-3	Asserted
539	Bug Catcher Davis	Bug Catcher Davis	1	route	Singles	Check Bad Move	1	57	57	FALSE	FALSE	Pinsir:57:UNK:NONE:Hardy:Thrash,Superpower,Slash,Swords Dance	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
540	Pkmn Breeder Mitchell	Pkmn Breeder Mitchell	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	2	75	75	FALSE	FALSE	Lokix:75:UNK:NONE:Hardy:Sucker Punch,First Impression,Bounce,Axe Kick|Druddigon:75:UNK:NONE:Hardy:Rock Climb,Superpower,Outrage,Dragon Hammer	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
541	Lvl -4 Pkmn Breeder Ezekiel2	Lvl -4 Pkmn Breeder Ezekiel	2	route	Singles	Check Bad Move	5	-4	-4	TRUE	TRUE	Loudred:-4:Punk Rock:Throat Spray:Modest:Hyper Voice,Shock Wave,Water Pulse,Shadow Ball|Pignite:-4:Thick Fat:Muscle Band:Adamant:Brick Break,Fire Punch,Sucker Punch,Flame Charge|Orbeetle:-4:Swarm:Sitrus Berry:Calm:Signal Beam,Psyshock,Confuse Ray,Giga Drain|Flamigo:-4:Scrappy:Fighting Gem:Jolly:Jump Kick,Acrobatics,Roost,Facade|Spiritomb:-4:Intimidate:Sitrus Berry:Relaxed:Dark Pulse,Hex,Shadow Sneak,Will-O-Wisp	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|252 hp,6 sa,252 sd|6 hp,252 at,252 sp|252 hp,252 df,6 sa	hzla_dynamic_calc_imp_1-3	Asserted
542	Lvl -4 Pkmn Breeder Ezekiel3	Lvl -4 Pkmn Breeder Ezekiel	3	route	Singles	Check Bad Move	5	-4	-4	TRUE	TRUE	Loudred:-4:Punk Rock:Throat Spray:Modest:Hyper Voice,Shock Wave,Water Pulse,Shadow Ball|Pignite:-4:Thick Fat:Muscle Band:Adamant:Brick Break,Fire Punch,Sucker Punch,Flame Charge|Orbeetle:-4:Swarm:Sitrus Berry:Calm:Signal Beam,Psyshock,Confuse Ray,Giga Drain|Flamigo:-4:Scrappy:Fighting Gem:Jolly:Jump Kick,Acrobatics,Roost,Facade|Spiritomb:-4:Intimidate:Sitrus Berry:Relaxed:Dark Pulse,Hex,Shadow Sneak,Will-O-Wisp	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|252 hp,6 sa,252 sd|6 hp,252 at,252 sp|252 hp,252 df,6 sa	hzla_dynamic_calc_imp_1-3	Asserted
543	Lvl -4 Pkmn Breeder Ezekiel4	Lvl -4 Pkmn Breeder Ezekiel	4	route	Singles	Check Bad Move	5	-4	-4	TRUE	TRUE	Loudred:-4:Punk Rock:Throat Spray:Modest:Hyper Voice,Shock Wave,Water Pulse,Shadow Ball|Pignite:-4:Thick Fat:Muscle Band:Adamant:Brick Break,Fire Punch,Sucker Punch,Flame Charge|Orbeetle:-4:Swarm:Sitrus Berry:Calm:Signal Beam,Psyshock,Confuse Ray,Giga Drain|Flamigo:-4:Scrappy:Fighting Gem:Jolly:Jump Kick,Acrobatics,Roost,Facade|Spiritomb:-4:Intimidate:Sitrus Berry:Relaxed:Dark Pulse,Hex,Shadow Sneak,Will-O-Wisp	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|252 hp,6 sa,252 sd|6 hp,252 at,252 sp|252 hp,252 df,6 sa	hzla_dynamic_calc_imp_1-3	Asserted
544	Lvl -4 Pkmn Breeder Ezekiel5	Lvl -4 Pkmn Breeder Ezekiel	5	route	Singles	Check Bad Move	5	-4	-4	TRUE	TRUE	Loudred:-4:Punk Rock:Throat Spray:Modest:Hyper Voice,Shock Wave,Water Pulse,Shadow Ball|Pignite:-4:Thick Fat:Muscle Band:Adamant:Brick Break,Fire Punch,Sucker Punch,Flame Charge|Orbeetle:-4:Swarm:Sitrus Berry:Calm:Signal Beam,Psyshock,Confuse Ray,Giga Drain|Flamigo:-4:Scrappy:Fighting Gem:Jolly:Jump Kick,Acrobatics,Roost,Facade|Spiritomb:-4:Intimidate:Sitrus Berry:Relaxed:Dark Pulse,Hex,Shadow Sneak,Will-O-Wisp	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|252 hp,6 sa,252 sd|6 hp,252 at,252 sp|252 hp,252 df,6 sa	hzla_dynamic_calc_imp_1-3	Asserted
545	Lvl -4 Pkmn Breeder Lydia	Lvl -4 Pkmn Breeder Lydia	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	-4	-4	TRUE	TRUE	Glimmet:-4:Toxic Debris:Air Balloon:Bold:Ancient Power,Sludge Bomb,Dazzling Gleam,Energy Ball|Bayleef:-4:Overgrow:Eviolite:Bold:Mega Drain,Synthesis,Poison Powder,Flash|Seviper:-4:Merciless:Poison Barb:Jolly:Poison Jab,Night Slash,Bulldoze,Toxic|Miltank:-4:Thick Fat:Leftovers:Jolly:Body Slam,Milk Drink,Thunder Punch,Toxic|Sneasel-Hisui:-4:Poison Touch:Focus Sash:Jolly:Fake Out,Cross Poison,Ice Punch,Rock Smash	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	252 hp,252 df,6 sa|252 hp,252 df,6 sa|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
546	Lass Halle	Lass Halle	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	2	75	75	FALSE	FALSE	Snorlax:75:UNK:NONE:Hardy:Crunch,Heavy Slam,High Horsepower,Wood Hammer|Absol:75:UNK:NONE:Hardy:Razor Wind,Future Sight,Perish Song,Swords Dance	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
547	Ruin Maniac Garrison	Ruin Maniac Garrison	1	route	Singles	Check Bad Move	2	56	56	FALSE	FALSE	Sandslash:56:UNK:NONE:Hardy:Gyro Ball,Swords Dance,Sandstorm,Earthquake|Sandslash-Alola:56:UNK:NONE:Hardy:Slash,Spikes,Ice Ball,Spiky Shield	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
548	Lvl -4 Pkmn Breeder Lydia2	Lvl -4 Pkmn Breeder Lydia	2	route	Singles	Check Bad Move	5	-4	-4	TRUE	TRUE	Glimmet:-4:Toxic Debris:Air Balloon:Bold:Ancient Power,Sludge Bomb,Dazzling Gleam,Energy Ball|Bayleef:-4:Overgrow:Eviolite:Bold:Mega Drain,Synthesis,Poison Powder,Flash|Seviper:-4:Merciless:Poison Barb:Jolly:Poison Jab,Night Slash,Bulldoze,Toxic|Miltank:-4:Thick Fat:Leftovers:Jolly:Body Slam,Milk Drink,Thunder Punch,Toxic|Sneasel-Hisui:-4:Poison Touch:Focus Sash:Jolly:Fake Out,Cross Poison,Ice Punch,Rock Smash	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	252 hp,252 df,6 sa|252 hp,252 df,6 sa|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
549	Lvl -4 Pkmn Breeder Lydia3	Lvl -4 Pkmn Breeder Lydia	3	route	Singles	Check Bad Move	5	-4	-4	TRUE	TRUE	Glimmet:-4:Toxic Debris:Air Balloon:Bold:Ancient Power,Sludge Bomb,Dazzling Gleam,Energy Ball|Bayleef:-4:Overgrow:Eviolite:Bold:Mega Drain,Synthesis,Poison Powder,Flash|Seviper:-4:Merciless:Poison Barb:Jolly:Poison Jab,Night Slash,Bulldoze,Toxic|Miltank:-4:Thick Fat:Leftovers:Jolly:Body Slam,Milk Drink,Thunder Punch,Toxic|Sneasel-Hisui:-4:Poison Touch:Focus Sash:Jolly:Fake Out,Cross Poison,Ice Punch,Rock Smash	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	252 hp,252 df,6 sa|252 hp,252 df,6 sa|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
550	Lvl -4 Pkmn Breeder Lydia4	Lvl -4 Pkmn Breeder Lydia	4	route	Singles	Check Bad Move	5	-4	-4	TRUE	TRUE	Glimmet:-4:Toxic Debris:Air Balloon:Bold:Ancient Power,Sludge Bomb,Dazzling Gleam,Energy Ball|Bayleef:-4:Overgrow:Eviolite:Bold:Mega Drain,Synthesis,Poison Powder,Flash|Seviper:-4:Merciless:Poison Barb:Jolly:Poison Jab,Night Slash,Bulldoze,Toxic|Miltank:-4:Thick Fat:Leftovers:Jolly:Body Slam,Milk Drink,Thunder Punch,Toxic|Sneasel-Hisui:-4:Poison Touch:Focus Sash:Jolly:Fake Out,Cross Poison,Ice Punch,Rock Smash	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	252 hp,252 df,6 sa|252 hp,252 df,6 sa|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
551	Lvl -4 Pkmn Breeder Lydia5	Lvl -4 Pkmn Breeder Lydia	5	route	Singles	Check Bad Move	5	-4	-4	TRUE	TRUE	Glimmet:-4:Toxic Debris:Air Balloon:Bold:Ancient Power,Sludge Bomb,Dazzling Gleam,Energy Ball|Bayleef:-4:Overgrow:Eviolite:Bold:Mega Drain,Synthesis,Poison Powder,Flash|Seviper:-4:Merciless:Poison Barb:Jolly:Poison Jab,Night Slash,Bulldoze,Toxic|Miltank:-4:Thick Fat:Leftovers:Jolly:Body Slam,Milk Drink,Thunder Punch,Toxic|Sneasel-Hisui:-4:Poison Touch:Focus Sash:Jolly:Fake Out,Cross Poison,Ice Punch,Rock Smash	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	252 hp,252 df,6 sa|252 hp,252 df,6 sa|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
552	Pkmn Ranger Jackson	Pkmn Ranger Jackson	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	1	60	60	FALSE	FALSE	Breloom:60:UNK:NONE:Hardy:Mind Reader,Sky Uppercut,Seed Bomb,Dynamic Punch	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
553	Pkmn Ranger Lorenzo	Pkmn Ranger Lorenzo	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	3	62	62	FALSE	FALSE	Breloom:62:UNK:NONE:Hardy:Mind Reader,Sky Uppercut,Seed Bomb,Dynamic Punch|Venusaur:62:UNK:NONE:Hardy:Sludge Bomb,Synthesis,Petal Blizzard,Solar Beam|Lilligant:62:UNK:NONE:Hardy:Recover,Petal Dance,Petal Blizzard,Chloroblast	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
554	Pkmn Ranger Sebastian	Pkmn Ranger Sebastian	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	1	39	39	FALSE	FALSE	Cacturne:39:UNK:NONE:Hardy:Payback,Spikes,Sucker Punch,Pin Missile	6 hp,6 at,6 df,6 sa,6 sd,6 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
555	Pkmn Ranger Jackson2	Pkmn Ranger Jackson	2	route	Singles	Check Bad Move,Try To Faint,Force Setup First Turn	1	60	60	FALSE	FALSE	Breloom:60:UNK:NONE:Hardy:Mind Reader,Sky Uppercut,Seed Bomb,Dynamic Punch	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
556	Pkmn Ranger Jackson3	Pkmn Ranger Jackson	3	route	Singles	Check Bad Move,Try To Faint,Check Viability	1	60	60	FALSE	FALSE	Breloom:60:UNK:NONE:Hardy:Mind Reader,Sky Uppercut,Seed Bomb,Dynamic Punch	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
557	Pkmn Ranger Jackson4	Pkmn Ranger Jackson	4	route	Singles	Check Bad Move,Try To Faint,Force Setup First Turn	1	60	60	FALSE	FALSE	Breloom:60:UNK:NONE:Hardy:Mind Reader,Sky Uppercut,Seed Bomb,Dynamic Punch	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
558	Pkmn Ranger Jackson5	Pkmn Ranger Jackson	5	route	Singles	Check Bad Move,Try To Faint,Check Viability	1	60	60	FALSE	FALSE	Breloom:60:UNK:NONE:Hardy:Mind Reader,Sky Uppercut,Seed Bomb,Dynamic Punch	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
559	Pkmn Ranger Catherine	Pkmn Ranger Catherine	1	route	Singles	Check Bad Move,Try To Faint,Force Setup First Turn	2	58	58	FALSE	FALSE	Bellossom:58:UNK:NONE:Hardy:Stun Spore,Sunny Day,Petal Blizzard,Petal Dance|Vileplume:58:UNK:NONE:Hardy:Aromatherapy,Poison Powder,Stun Spore,Petal Blizzard	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
560	Pkmn Ranger Jenna	Pkmn Ranger Jenna	1	route	Singles	Check Bad Move,Try To Faint,Force Setup First Turn	3	62	62	FALSE	FALSE	Ludicolo:62:UNK:NONE:Hardy:Growl,Mega Drain,Nature Power,Aqua Step|Shiftry:62:UNK:NONE:Hardy:Hurricane,Nasty Plot,Leaf Storm,Toxic Spikes|Lurantis:62:UNK:NONE:Hardy:Sweet Scent,Solar Blade,Leaf Storm,Superpower	0 hp,0 at,0 df,0 sa,0 sd,0 sp|6 hp,6 at,6 df,6 sa,6 sd,6 sp|6 hp,6 at,6 df,6 sa,6 sd,6 sp	0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
561	Pkmn Ranger Sophia	Pkmn Ranger Sophia	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	2	38	38	FALSE	FALSE	Swablu:38:UNK:NONE:Hardy:Dual Wingbeat,Mirror Move,Cotton Guard,Dragon Pulse|Roselia:38:UNK:NONE:Hardy:Toxic Spikes,Sleep Powder,Ingrain,Petal Blizzard	6 hp,6 at,6 df,6 sa,6 sd,6 sp|6 hp,6 at,6 df,6 sa,6 sd,6 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
562	Pkmn Ranger Catherine2	Pkmn Ranger Catherine	2	route	Singles	Check Bad Move,Try To Faint,Force Setup First Turn	2	58	58	FALSE	FALSE	Bellossom:58:UNK:NONE:Hardy:Stun Spore,Sunny Day,Petal Blizzard,Petal Dance|Vileplume:58:UNK:NONE:Hardy:Aromatherapy,Poison Powder,Stun Spore,Petal Blizzard	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
563	Pkmn Ranger Catherine3	Pkmn Ranger Catherine	3	route	Singles	Check Bad Move,Try To Faint,Check Viability	2	58	58	FALSE	FALSE	Bellossom:58:UNK:NONE:Hardy:Stun Spore,Sunny Day,Petal Blizzard,Petal Dance|Vileplume:58:UNK:NONE:Hardy:Aromatherapy,Poison Powder,Stun Spore,Petal Blizzard	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
564	Pkmn Ranger Catherine4	Pkmn Ranger Catherine	4	route	Singles	Check Bad Move,Try To Faint,Force Setup First Turn	2	58	58	FALSE	FALSE	Bellossom:58:UNK:NONE:Hardy:Stun Spore,Sunny Day,Petal Blizzard,Petal Dance|Vileplume:58:UNK:NONE:Hardy:Aromatherapy,Poison Powder,Stun Spore,Petal Blizzard	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
565	Pkmn Ranger Catherine5	Pkmn Ranger Catherine	5	route	Singles	Check Bad Move,Try To Faint,Check Viability	2	58	58	FALSE	FALSE	Bellossom:58:UNK:NONE:Hardy:Stun Spore,Sunny Day,Petal Blizzard,Petal Dance|Vileplume:58:UNK:NONE:Hardy:Aromatherapy,Poison Powder,Stun Spore,Petal Blizzard	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
566	Leader Maylene	Leader Maylene	1	gym_leader	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient,Ace Pokemon	7	-1	0	TRUE	TRUE	Meloetta-Pirouette:-1:Serene Grace:Expert Belt:Hasty:Relic Song,Drain Punch,Psychic,Aura Sphere|Pangoro:-1:Iron Fist:Punching Glove:Adamant:Drain Punch,Knock Off,Fire Punch,Thunder Punch|Garganacl:-1:Purifying Salt:Leftovers:Adamant:Salt Cure,Earthquake,Hammer Arm,Recover|Lilligant-Hisui:-1:Hustle:Focus Sash:Adamant:Leaf Blade,Drain Punch,Facade,Victory Dance|Lucario:0:Steadfast:Lucarionite:Timid:Aura Sphere,Flash Cannon,Vacuum Wave,Dragon Pulse|Kingambit:0:Supreme Overlord:Life Orb:Adamant:Swords Dance,Knock Off,Iron Head,Sucker Punch|Lucario-Mega:0:Adaptability:Lucarionite:Timid:Aura Sphere,Flash Cannon,Vacuum Wave,Dragon Pulse	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 at,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
567	Team Aqua Grunt Seafloor Cavern5	Team Aqua Grunt Seafloor Cavern	5	route	Singles	Check Bad Move	2	70	70	FALSE	FALSE	Hitmontop:70:UNK:NONE:Hardy:Wide Guard,Quick Guard,Detect,Triple Kick|Obstagoon:70:UNK:NONE:Hardy:Counter,Taunt,Double-Edge,Sucker Punch	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
568	Leader Tate	Leader Tate	1	gym_leader	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	4	76	76	FALSE	TRUE	Tapu Lele:76:Psychic Surge:Terrain Extender:Timid:Moonblast,Calm Mind,Psychic,Thunderbolt|Espathra:76:Speed Boost:Focus Sash:Timid:Lumina Crash,Air Slash,Flash Cannon,Hidden Power|Kangaskhan:76:Inner Focus:Kangaskhanite:Jolly:Power-Up Punch,Body Slam,Crunch,Brick Break|Kangaskhan-Mega:76:Parental Bond:Kangaskhanite:Jolly:Power-Up Punch,Body Slam,Crunch,Brick Break	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,30 df,30 sa,30 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
569	Leader Liza	Leader Liza	1	gym_leader	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	4	76	76	TRUE	TRUE	Iron Leaves:76:Sharpness:Life Orb:Jolly:Leaf Blade,Psyblade,Sacred Sword,Night Slash|Farigiraf:76:Parental Bond:Assault Vest:Modest:Expanding Force,Hyper Voice,Psychic,Dazzling Gleam|Alakazam:76:Magic Guard:Alakazite:Timid:Expanding Force,Psyshock,Focus Blast,Shadow Ball|Alakazam-Mega:76:Trace:Alakazite:Timid:Expanding Force,Psyshock,Focus Blast,Shadow Ball	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
570	Team Magma Grunt Jagged Pass	Team Magma Grunt Jagged Pass	1	route	Singles	Check Bad Move	2	40	40	FALSE	FALSE	Magmar:40:UNK:NONE:Hardy:Flame Burst,Confuse Ray,Fire Punch,Lava Plume|Mightyena:40:UNK:NONE:Hardy:Scary Face,Crunch,Taunt,Embargo	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
